Churn,customer.gender,customer.SeniorCitizen,customer.Partner,customer.Dependents,customer.tenure,phone.PhoneService,phone.MultipleLines,internet.InternetService,internet.OnlineSecurity,internet.OnlineBackup,internet.DeviceProtection,internet.TechSupport,internet.StreamingTV,internet.StreamingMovies,account.Contract,account.PaperlessBilling,account.PaymentMethod,account.Charges.Monthly,Cuentas_Diarias,account.Charges.Total
yes,male,1,yes,no,3,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,94.6,3.15,279.55
no,female,0,no,no,8,yes,no,dsl,no,yes,no,yes,yes,no,month-to-month,yes,electronic check,65.45,2.18,554.45
no,male,0,yes,no,71,yes,yes,fiber optic,no,yes,yes,no,yes,yes,one year,yes,bank transfer (automatic),105.7,3.52,7472.15
yes,female,0,yes,yes,9,yes,yes,fiber optic,no,no,no,no,yes,no,month-to-month,yes,bank transfer (automatic),85.35,2.84,754.65
yes,female,1,yes,no,28,yes,yes,fiber optic,no,no,no,yes,yes,yes,month-to-month,yes,credit card (automatic),101.3,3.38,2812.2
yes,female,0,yes,no,3,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,credit card (automatic),75.15,2.51,216.75
yes,female,0,no,no,22,yes,no,fiber optic,no,yes,no,no,no,yes,month-to-month,yes,mailed check,84.3,2.81,1855.65
no,male,0,no,no,63,yes,no,fiber optic,yes,yes,yes,yes,yes,yes,two year,no,credit card (automatic),109.2,3.64,7049.75
no,male,0,no,no,34,yes,no,dsl,yes,no,yes,no,no,no,one year,no,mailed check,56.95,1.9,1889.5
no,male,0,no,no,46,yes,yes,fiber optic,yes,no,no,no,yes,no,month-to-month,yes,credit card (automatic),89.15,2.97,4245.55
yes,female,0,no,no,15,yes,no,no,no,no,no,no,no,no,month-to-month,no,bank transfer (automatic),19.75,0.66,297.3
no,female,0,yes,yes,58,yes,no,fiber optic,yes,yes,no,no,yes,yes,one year,no,credit card (automatic),99.25,3.31,5846.65
no,male,0,yes,yes,44,no,no,dsl,yes,yes,yes,yes,no,yes,two year,yes,credit card (automatic),54.05,1.8,2375.2
yes,male,0,yes,no,1,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,electronic check,70.0,2.33,70.0
yes,male,0,no,no,22,yes,yes,fiber optic,yes,no,no,no,yes,yes,month-to-month,yes,electronic check,100.75,3.36,2095.0
yes,female,0,yes,no,20,no,no,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,24.45,0.82,482.8
no,female,0,yes,yes,8,yes,no,dsl,yes,yes,no,no,no,no,month-to-month,no,mailed check,54.65,1.82,482.25
no,female,0,yes,yes,24,yes,yes,fiber optic,no,yes,yes,no,no,no,one year,no,bank transfer (automatic),83.15,2.77,2033.05
yes,female,0,no,no,1,yes,no,fiber optic,no,no,yes,no,yes,no,month-to-month,yes,electronic check,85.45,2.85,85.45
no,female,0,no,no,72,yes,yes,no,no,no,no,no,no,no,two year,no,credit card (automatic),25.45,0.85,1866.45
no,female,1,no,no,14,yes,yes,fiber optic,no,no,yes,no,no,no,month-to-month,yes,bank transfer (automatic),80.35,2.68,1058.1
no,male,0,yes,yes,2,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,no,mailed check,69.95,2.33,143.9
no,male,0,no,no,6,yes,no,dsl,no,no,no,yes,no,no,month-to-month,yes,credit card (automatic),49.5,1.65,312.7
no,female,0,no,no,12,yes,no,no,no,no,no,no,no,no,one year,no,mailed check,19.3,0.64,228.75
no,female,0,no,no,7,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),69.85,2.33,515.45
no,male,1,yes,no,72,yes,yes,no,no,no,no,no,no,no,two year,yes,bank transfer (automatic),25.0,0.83,1802.55
no,female,0,yes,no,10,yes,yes,fiber optic,yes,no,no,no,no,no,month-to-month,yes,credit card (automatic),78.15,2.6,765.15
yes,female,1,no,no,20,yes,yes,fiber optic,no,yes,yes,no,no,yes,month-to-month,yes,electronic check,94.1,3.14,1782.4
no,female,0,no,no,15,yes,yes,fiber optic,yes,no,yes,no,no,no,month-to-month,yes,credit card (automatic),84.35,2.81,1302.65
no,female,0,no,no,58,yes,no,dsl,yes,yes,yes,yes,no,no,two year,yes,credit card (automatic),64.9,2.16,3795.45
yes,male,0,no,yes,20,yes,no,no,no,no,no,no,no,no,month-to-month,yes,electronic check,19.4,0.65,374.5
no,female,0,yes,no,46,yes,yes,dsl,yes,no,no,no,no,no,month-to-month,no,electronic check,53.1,1.77,2459.8
no,male,0,no,no,4,yes,no,no,no,no,no,no,no,no,one year,no,mailed check,19.95,0.66,68.2
no,female,0,yes,yes,35,yes,yes,no,no,no,no,no,no,no,two year,yes,credit card (automatic),25.4,0.85,949.8
yes,female,0,no,no,1,yes,no,no,no,no,no,no,no,no,month-to-month,no,mailed check,20.95,0.7,20.95
no,female,0,no,no,9,yes,no,no,no,no,no,no,no,no,month-to-month,yes,electronic check,19.5,0.65,178.85
no,female,0,no,no,20,yes,yes,fiber optic,yes,no,no,no,yes,no,month-to-month,yes,bank transfer (automatic),89.1,2.97,1879.25
no,female,0,no,yes,35,yes,no,no,no,no,no,no,no,no,one year,yes,credit card (automatic),20.1,0.67,644.5
no,male,0,no,no,21,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,84.1,2.8,1737.45
no,female,1,no,no,49,yes,yes,fiber optic,yes,no,no,no,yes,yes,month-to-month,no,credit card (automatic),101.55,3.38,5070.4
no,female,0,no,yes,3,yes,no,dsl,yes,no,no,yes,no,yes,month-to-month,yes,bank transfer (automatic),64.5,2.15,177.4
no,female,0,no,no,47,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic check,106.35,3.54,4849.1
no,male,0,no,yes,13,yes,no,dsl,yes,no,no,no,no,no,month-to-month,yes,credit card (automatic),52.1,1.74,670.65
no,female,0,no,no,30,no,no,dsl,no,no,no,yes,no,yes,one year,yes,credit card (automatic),40.35,1.34,1187.05
no,female,0,yes,no,58,yes,yes,dsl,yes,no,yes,yes,yes,yes,two year,yes,electronic check,84.3,2.81,4916.4
no,female,0,yes,yes,53,yes,no,no,no,no,no,no,no,no,one year,yes,bank transfer (automatic),19.85,0.66,1039.45
yes,female,1,no,no,2,yes,yes,fiber optic,no,yes,no,no,no,yes,month-to-month,no,electronic check,89.5,2.98,161.5
no,female,1,yes,no,60,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic check,105.9,3.53,6401.25
no,male,0,yes,yes,8,yes,no,no,no,no,no,no,no,no,two year,no,mailed check,19.7,0.66,130.25
yes,male,1,no,no,2,yes,no,fiber optic,no,yes,yes,yes,no,yes,month-to-month,yes,credit card (automatic),95.1,3.17,180.25
no,male,0,no,no,51,yes,no,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic check,99.0,3.3,5038.15
yes,male,1,yes,no,27,no,no,dsl,no,no,no,no,no,yes,month-to-month,no,bank transfer (automatic),36.5,1.22,1032.0
yes,female,0,no,no,12,yes,no,fiber optic,no,no,yes,no,yes,yes,one year,no,mailed check,95.5,3.18,1115.15
yes,female,0,no,no,4,no,no,dsl,no,no,no,no,no,no,month-to-month,yes,mailed check,24.25,0.81,96.05
no,male,0,no,no,31,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,yes,electronic check,81.15,2.7,2640.55
no,male,0,no,no,10,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,46.0,1.53,492.1
no,female,0,yes,no,41,yes,no,fiber optic,no,yes,yes,yes,no,no,one year,yes,bank transfer (automatic),86.2,2.87,3339.05
no,female,1,no,no,18,yes,no,dsl,no,yes,no,no,no,no,month-to-month,yes,credit card (automatic),49.85,1.66,865.75
no,female,0,yes,yes,32,yes,no,fiber optic,no,yes,no,no,yes,no,month-to-month,yes,electronic check,86.1,2.87,2723.75
no,female,0,no,no,10,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,mailed check,75.75,2.52,777.3
yes,male,1,no,no,49,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,electronic check,96.2,3.21,4718.25
no,male,0,no,no,62,yes,no,no,no,no,no,no,no,no,two year,no,bank transfer (automatic),19.85,0.66,1253.65
no,male,0,yes,yes,42,no,no,dsl,yes,no,yes,yes,yes,no,two year,no,credit card (automatic),48.15,1.6,2032.3
no,male,1,yes,no,72,yes,yes,fiber optic,no,yes,no,no,yes,yes,two year,no,bank transfer (automatic),98.35,3.28,6929.4
no,female,0,no,no,24,yes,yes,fiber optic,no,no,no,yes,no,yes,month-to-month,yes,electronic check,89.55,2.98,2259.35
no,male,0,no,no,65,yes,yes,no,no,no,no,no,no,no,two year,yes,bank transfer (automatic),25.1,0.84,1725.0
no,female,0,yes,yes,72,yes,yes,fiber optic,yes,yes,yes,yes,yes,no,two year,no,credit card (automatic),106.1,3.54,7657.4
yes,female,0,no,no,5,no,no,dsl,no,no,yes,no,no,yes,month-to-month,no,electronic check,39.5,1.32,210.75
no,female,1,yes,no,70,yes,yes,fiber optic,no,no,no,no,no,no,two year,yes,credit card (automatic),75.65,2.52,5411.4
no,female,1,yes,no,50,yes,yes,fiber optic,no,no,no,yes,yes,yes,one year,yes,electronic check,100.65,3.36,5189.75
yes,female,0,no,no,1,yes,yes,dsl,no,no,no,no,no,yes,month-to-month,yes,electronic check,60.15,2.0,60.15
yes,male,0,no,no,2,no,no,dsl,no,yes,yes,yes,no,no,month-to-month,yes,credit card (automatic),40.4,1.35,77.15
no,male,0,yes,yes,71,yes,no,dsl,no,yes,no,yes,yes,yes,two year,yes,credit card (automatic),73.35,2.44,5154.5
no,female,0,yes,no,71,yes,yes,fiber optic,yes,no,yes,no,yes,yes,one year,yes,credit card (automatic),104.1,3.47,7412.25
no,female,0,no,no,68,yes,no,dsl,yes,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),82.45,2.75,5646.6
no,male,0,yes,yes,43,yes,yes,fiber optic,yes,no,yes,yes,no,no,one year,yes,credit card (automatic),91.25,3.04,4013.8
no,female,0,yes,yes,72,yes,yes,fiber optic,yes,yes,no,yes,no,no,two year,yes,bank transfer (automatic),90.35,3.01,6563.4
yes,female,0,yes,yes,5,yes,no,fiber optic,no,yes,no,no,no,yes,month-to-month,yes,electronic check,83.6,2.79,404.2
no,male,0,no,no,17,yes,yes,fiber optic,no,no,yes,yes,no,no,one year,no,electronic check,86.75,2.89,1410.25
yes,female,0,no,no,4,yes,no,no,no,no,no,no,no,no,month-to-month,no,mailed check,20.35,0.68,77.5
yes,male,0,yes,yes,15,yes,no,no,no,no,no,no,no,no,month-to-month,yes,electronic check,20.0,0.67,288.05
yes,female,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,mailed check,45.4,1.51,45.4
no,male,1,no,no,31,yes,yes,fiber optic,no,yes,no,no,yes,no,month-to-month,yes,electronic check,90.7,3.02,2845.15
no,male,0,no,no,41,yes,no,fiber optic,no,yes,no,yes,yes,yes,two year,yes,credit card (automatic),99.65,3.32,4220.35
no,male,0,yes,yes,67,yes,no,fiber optic,no,yes,yes,yes,yes,yes,two year,no,bank transfer (automatic),103.15,3.44,6895.5
no,male,0,no,no,17,yes,no,no,no,no,no,no,no,no,two year,no,credit card (automatic),19.45,0.65,369.05
no,female,0,yes,yes,48,yes,no,dsl,yes,yes,yes,no,no,yes,two year,yes,credit card (automatic),70.1,2.34,3238.4
yes,male,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,mailed check,45.05,1.5,45.05
no,female,1,yes,yes,28,no,no,dsl,no,no,no,no,yes,no,month-to-month,yes,electronic check,35.9,1.2,973.65
yes,female,0,no,no,9,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,no,electronic check,94.4,3.15,857.25
no,male,1,no,no,71,yes,yes,no,no,no,no,no,no,no,two year,yes,mailed check,24.65,0.82,1766.75
no,female,0,yes,no,26,no,no,dsl,yes,no,yes,no,no,no,one year,no,credit card (automatic),35.4,1.18,978.6
no,female,0,no,yes,1,yes,yes,no,no,no,no,no,no,no,month-to-month,no,mailed check,24.0,0.8,24.0
no,female,1,yes,no,11,yes,no,fiber optic,no,no,no,yes,yes,no,month-to-month,yes,electronic check,82.9,2.76,880.05
no,male,0,no,no,13,yes,no,dsl,no,no,no,yes,no,no,month-to-month,yes,mailed check,50.55,1.68,610.75
no,male,0,yes,no,71,yes,no,dsl,yes,no,yes,yes,yes,yes,two year,yes,electronic check,82.55,2.75,5832.65
no,female,0,yes,no,4,yes,no,no,no,no,no,no,no,no,month-to-month,no,mailed check,19.6,0.65,93.45
yes,male,1,no,no,9,yes,yes,dsl,yes,no,no,no,no,no,month-to-month,no,electronic check,54.55,1.82,494.05
no,male,0,yes,yes,53,yes,no,dsl,yes,yes,no,yes,yes,no,two year,yes,mailed check,69.7,2.32,3729.6
yes,female,0,yes,yes,58,yes,yes,fiber optic,yes,yes,no,no,no,yes,month-to-month,yes,bank transfer (automatic),93.4,3.11,5435.6
no,female,0,yes,yes,0,yes,no,dsl,yes,yes,yes,no,yes,yes,two year,no,mailed check,80.85,2.7,0.0
no,female,0,no,no,43,yes,no,fiber optic,no,yes,yes,no,yes,no,month-to-month,yes,electronic check,91.65,3.06,3954.1
yes,male,0,no,no,2,yes,no,fiber optic,no,no,yes,yes,no,no,month-to-month,yes,electronic check,79.85,2.66,152.45
no,female,0,no,no,4,yes,no,no,no,no,no,no,no,no,month-to-month,yes,credit card (automatic),20.15,0.67,68.45
no,female,0,yes,yes,65,yes,yes,fiber optic,yes,yes,no,yes,yes,no,two year,yes,credit card (automatic),99.05,3.3,6416.7
no,female,0,no,yes,13,yes,yes,fiber optic,no,yes,yes,no,yes,yes,one year,yes,credit card (automatic),104.15,3.47,1299.1
no,male,0,yes,no,49,yes,yes,dsl,yes,no,no,no,no,no,one year,yes,electronic check,55.35,1.84,2633.95
no,female,0,yes,yes,8,yes,no,no,no,no,no,no,no,no,two year,yes,mailed check,19.85,0.66,146.6
no,male,0,yes,yes,72,yes,yes,dsl,yes,yes,yes,yes,yes,yes,two year,yes,credit card (automatic),90.8,3.03,6397.6
yes,female,0,yes,yes,4,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,no,electronic check,80.85,2.7,302.75
no,male,0,no,no,66,yes,no,no,no,no,no,no,no,no,two year,no,bank transfer (automatic),19.7,0.66,1253.8
no,female,1,no,no,43,no,no,dsl,yes,yes,no,no,no,no,month-to-month,yes,credit card (automatic),33.45,1.12,1500.25
no,male,1,yes,no,52,yes,no,fiber optic,yes,no,yes,yes,yes,yes,one year,yes,bank transfer (automatic),104.45,3.48,5481.25
no,female,0,no,no,61,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,one year,yes,electronic check,118.6,3.95,7365.7
no,male,0,no,yes,69,yes,yes,dsl,yes,yes,yes,yes,yes,no,two year,yes,credit card (automatic),79.45,2.65,5502.55
no,male,0,yes,yes,70,yes,yes,fiber optic,yes,yes,no,no,yes,no,month-to-month,yes,credit card (automatic),97.55,3.25,6669.05
no,male,0,no,no,71,yes,yes,no,no,no,no,no,no,no,two year,no,bank transfer (automatic),25.55,0.85,1898.1
yes,male,1,yes,no,10,yes,no,fiber optic,no,yes,yes,yes,yes,no,month-to-month,yes,mailed check,92.5,3.08,934.1
yes,male,0,no,no,69,yes,yes,fiber optic,no,no,yes,yes,yes,yes,two year,yes,bank transfer (automatic),106.5,3.55,7348.8
no,male,0,yes,yes,46,yes,no,dsl,yes,no,yes,yes,yes,yes,two year,no,mailed check,81.0,2.7,3846.35
no,female,0,no,no,28,yes,no,dsl,yes,yes,no,yes,no,no,one year,yes,electronic check,59.9,2.0,1654.7
no,female,0,no,no,11,yes,no,dsl,no,no,yes,yes,no,yes,one year,no,credit card (automatic),64.9,2.16,697.25
no,male,1,yes,no,61,yes,yes,dsl,no,yes,no,no,no,yes,one year,no,bank transfer (automatic),64.05,2.13,3902.6
yes,female,0,no,no,3,no,no,dsl,no,no,no,no,yes,no,month-to-month,no,credit card (automatic),35.2,1.17,108.95
no,male,0,no,no,6,yes,no,fiber optic,yes,yes,no,no,no,no,month-to-month,yes,electronic check,78.95,2.63,494.95
no,male,0,no,no,3,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,no,mailed check,107.95,3.6,313.6
no,female,1,no,no,22,yes,no,dsl,yes,no,yes,yes,no,yes,month-to-month,yes,mailed check,69.75,2.33,1545.4
no,female,0,no,no,52,no,no,dsl,yes,yes,yes,no,yes,yes,two year,yes,bank transfer (automatic),58.75,1.96,3038.55
no,male,0,yes,no,72,yes,no,dsl,yes,yes,yes,yes,yes,yes,two year,no,mailed check,84.45,2.82,6033.1
yes,female,0,no,no,29,yes,no,dsl,yes,yes,yes,no,no,yes,month-to-month,yes,bank transfer (automatic),68.85,2.3,1970.5
yes,male,0,no,no,1,yes,no,no,no,no,no,no,no,no,month-to-month,no,mailed check,19.4,0.65,19.4
no,male,0,yes,yes,50,yes,no,no,no,no,no,no,no,no,one year,yes,mailed check,20.35,0.68,938.95
no,female,0,yes,yes,7,yes,no,no,no,no,no,no,no,no,month-to-month,no,mailed check,20.45,0.68,150.75
no,female,0,no,no,40,yes,no,dsl,no,no,yes,no,no,no,one year,yes,mailed check,50.25,1.68,2023.55
no,female,0,no,no,12,yes,no,no,no,no,no,no,no,no,one year,no,electronic check,20.15,0.67,260.7
no,female,0,no,no,9,yes,no,dsl,no,no,no,yes,yes,no,month-to-month,yes,bank transfer (automatic),59.5,1.98,530.05
no,female,0,no,no,8,yes,no,dsl,no,no,no,yes,no,no,month-to-month,no,electronic check,49.4,1.65,408.25
no,female,0,yes,no,72,yes,yes,fiber optic,yes,yes,yes,no,yes,no,two year,no,bank transfer (automatic),100.65,3.36,7334.05
no,male,0,yes,no,71,yes,yes,dsl,yes,yes,no,yes,yes,no,two year,no,credit card (automatic),73.5,2.45,5357.75
no,male,0,yes,no,72,yes,no,no,no,no,no,no,no,no,two year,no,credit card (automatic),19.3,0.64,1304.8
no,female,0,yes,yes,34,yes,no,dsl,yes,yes,yes,yes,yes,yes,two year,no,mailed check,84.75,2.82,2839.45
no,male,0,no,no,24,yes,yes,no,no,no,no,no,no,no,one year,no,electronic check,24.6,0.82,592.65
no,female,0,yes,yes,56,yes,yes,dsl,yes,no,yes,no,no,yes,one year,yes,bank transfer (automatic),68.75,2.29,3808.0
no,female,1,no,no,52,yes,yes,dsl,yes,no,yes,no,no,no,two year,no,bank transfer (automatic),59.85,2.0,3103.25
no,female,0,yes,yes,55,yes,no,no,no,no,no,no,no,no,two year,no,mailed check,21.0,0.7,1210.3
no,female,0,yes,yes,69,yes,no,dsl,no,yes,yes,yes,no,no,one year,no,bank transfer (automatic),59.1,1.97,4134.7
no,female,0,yes,no,68,yes,yes,fiber optic,yes,yes,yes,no,yes,yes,two year,yes,bank transfer (automatic),110.8,3.69,7553.6
yes,female,0,no,no,1,yes,no,fiber optic,no,no,no,no,yes,yes,month-to-month,no,electronic check,90.6,3.02,90.6
no,female,0,no,yes,63,yes,no,no,no,no,no,no,no,no,two year,no,credit card (automatic),19.5,0.65,1215.1
no,female,0,yes,no,50,yes,yes,fiber optic,yes,no,yes,no,yes,yes,one year,yes,mailed check,104.4,3.48,5232.9
no,male,0,yes,no,72,yes,yes,dsl,yes,yes,yes,yes,no,no,two year,yes,bank transfer (automatic),67.8,2.26,4804.65
no,male,0,yes,yes,70,yes,yes,fiber optic,yes,yes,no,no,yes,yes,month-to-month,yes,electronic check,106.05,3.53,7554.05
no,female,0,yes,yes,39,yes,no,no,no,no,no,no,no,no,two year,no,mailed check,19.75,0.66,757.95
yes,female,1,no,no,2,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,70.35,2.34,139.05
no,female,0,no,yes,3,yes,no,no,no,no,no,no,no,no,one year,yes,credit card (automatic),20.55,0.68,57.4
no,female,0,yes,yes,52,yes,yes,fiber optic,no,no,yes,no,yes,yes,one year,no,bank transfer (automatic),101.25,3.38,5301.1
yes,male,1,no,no,33,yes,yes,fiber optic,no,yes,yes,no,no,no,month-to-month,yes,credit card (automatic),83.85,2.8,2716.3
no,male,0,yes,no,20,yes,no,dsl,yes,no,no,yes,no,yes,one year,yes,mailed check,64.15,2.14,1274.45
no,female,0,yes,yes,70,yes,no,dsl,no,yes,yes,yes,yes,yes,two year,yes,bank transfer (automatic),80.4,2.68,5717.85
no,female,0,no,no,37,yes,yes,fiber optic,no,no,no,yes,yes,yes,month-to-month,no,credit card (automatic),100.3,3.34,3541.4
no,female,1,no,no,7,yes,no,dsl,no,yes,no,no,no,no,month-to-month,yes,mailed check,51.3,1.71,419.35
no,female,1,yes,no,56,yes,yes,dsl,yes,yes,yes,yes,no,no,one year,yes,credit card (automatic),68.45,2.28,4014.0
no,female,0,yes,no,57,yes,no,no,no,no,no,no,no,no,two year,no,bank transfer (automatic),19.9,0.66,1115.6
no,male,0,no,yes,48,yes,yes,dsl,yes,yes,yes,no,no,no,one year,yes,bank transfer (automatic),64.4,2.15,3035.35
no,male,0,yes,yes,56,yes,yes,fiber optic,no,yes,no,yes,yes,no,month-to-month,yes,credit card (automatic),96.95,3.23,5432.2
yes,male,0,yes,yes,19,yes,yes,fiber optic,no,no,no,yes,yes,yes,one year,yes,electronic check,100.95,3.36,1875.55
no,male,1,yes,no,62,yes,yes,fiber optic,yes,yes,yes,no,no,no,month-to-month,yes,electronic check,89.1,2.97,5618.3
no,female,0,yes,no,23,yes,no,dsl,yes,no,yes,yes,no,yes,one year,yes,bank transfer (automatic),68.75,2.29,1689.45
no,male,0,yes,yes,29,yes,no,dsl,yes,no,no,no,no,yes,month-to-month,yes,mailed check,60.2,2.01,1834.15
no,male,0,no,no,29,yes,no,dsl,no,no,yes,yes,yes,yes,one year,yes,bank transfer (automatic),75.35,2.51,2243.9
yes,male,0,no,no,2,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,credit card (automatic),69.8,2.33,134.7
yes,male,0,no,no,1,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,75.45,2.52,75.45
yes,male,0,no,no,3,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,76.95,2.56,228.4
no,female,0,yes,yes,21,yes,no,dsl,no,yes,no,no,yes,no,one year,yes,credit card (automatic),58.85,1.96,1215.45
no,male,0,no,no,16,yes,no,fiber optic,no,no,no,yes,no,no,month-to-month,yes,credit card (automatic),74.55,2.48,1170.5
no,female,0,yes,yes,16,yes,no,dsl,yes,yes,no,yes,no,yes,two year,no,bank transfer (automatic),68.25,2.28,1114.85
yes,female,0,yes,no,5,yes,no,fiber optic,yes,no,yes,no,no,yes,month-to-month,yes,mailed check,88.9,2.96,454.15
no,female,0,no,no,18,yes,no,dsl,no,no,yes,no,no,no,month-to-month,yes,mailed check,50.0,1.67,892.7
no,female,0,yes,yes,33,yes,no,dsl,yes,yes,yes,no,no,no,one year,yes,mailed check,58.45,1.95,1955.4
no,male,0,yes,yes,35,yes,no,no,no,no,no,no,no,no,two year,no,mailed check,20.1,0.67,655.3
no,male,0,yes,no,71,yes,yes,no,no,no,no,no,no,no,two year,no,bank transfer (automatic),24.45,0.82,1730.65
no,male,0,yes,yes,71,yes,no,dsl,yes,no,yes,yes,no,yes,two year,yes,credit card (automatic),70.85,2.36,4973.4
no,female,0,yes,yes,33,yes,yes,fiber optic,no,yes,yes,yes,no,no,month-to-month,no,credit card (automatic),88.6,2.95,2888.7
no,male,0,no,no,22,yes,no,no,no,no,no,no,no,no,one year,no,mailed check,20.3,0.68,475.1
no,female,0,no,no,68,yes,no,no,no,no,no,no,no,no,two year,no,bank transfer (automatic),20.05,0.67,1386.9
no,male,0,no,yes,27,yes,no,no,no,no,no,no,no,no,one year,no,credit card (automatic),20.05,0.67,552.9
no,female,0,no,no,6,yes,no,no,no,no,no,no,no,no,month-to-month,no,mailed check,20.2,0.67,123.65
no,male,0,yes,yes,70,yes,yes,no,no,no,no,no,no,no,two year,no,mailed check,25.4,0.85,1782.05
no,female,0,yes,no,49,yes,yes,fiber optic,yes,yes,yes,yes,no,yes,two year,no,credit card (automatic),106.65,3.56,5174.35
no,male,1,yes,no,44,yes,yes,fiber optic,no,no,yes,no,yes,no,month-to-month,yes,electronic check,89.2,2.97,4040.2
no,female,0,no,yes,2,yes,no,no,no,no,no,no,no,no,one year,no,bank transfer (automatic),20.5,0.68,38.25
no,male,0,no,no,1,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,44.45,1.48,44.45
no,male,0,yes,yes,26,yes,no,no,no,no,no,no,no,no,two year,yes,credit card (automatic),19.15,0.64,515.75
no,male,0,no,no,46,no,no,dsl,yes,no,yes,yes,yes,yes,two year,yes,bank transfer (automatic),60.75,2.02,2893.4
no,female,0,no,no,10,yes,no,no,no,no,no,no,no,no,month-to-month,no,mailed check,18.85,0.63,163.2
yes,male,0,no,yes,1,no,no,dsl,no,yes,no,no,no,no,month-to-month,yes,mailed check,31.35,1.05,31.35
no,male,0,no,yes,1,yes,no,no,no,no,no,no,no,no,month-to-month,yes,mailed check,20.25,0.68,20.25
yes,male,1,yes,no,6,yes,no,fiber optic,no,yes,no,no,no,yes,month-to-month,yes,electronic check,84.2,2.81,519.15
